#LMID	Name	Category	Subcategory	Formula	Mass	NumofC	NumofH	NumofO	NumofN	NumofP	NumofS	H:C	H:O	C:O	C:N	C:S	C:P	Afterdecmass	AMD	RMD
LMSL03000912	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C137H254O16N0S0P0	2155.906194	137	254	16	0	0	0	1.854014599	15.875	8.5625	0	0	0	0.9062	0.0938	44
LMSL03000860	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C143H266O16N0S0P0	2240.000095	143	266	16	0	0	0	1.86013986	16.625	8.9375	0	0	0	1.00E-04	1.00E-04	0
LMSL03001069	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C141H264O17N0S0P0	2229.97936	141	264	17	0	0	0	1.872340426	15.52941176	8.294117647	0	0	0	0.9794	0.0206	9
LMSL03000008	"2-O-octadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-henicosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C54H102O14N0S0P0	974.726962	54	102	14	0	0	0	1.888888889	7.285714286	3.857142857	0	0	0	0.727	0.273	280
LMSL01020002	"UDP-2,3-bis-(3R-hydroxy-tetradecanoyl)-alphaD-glucosamine"	Saccharolipids	Acylaminosugars	C43H77O20N3S0P2	1017.457573	43	77	20	3	2	0	1.790697674	3.85	2.15	14.33333333	0	21.5	0.4576	0.4576	450
LMSL03000730	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C140H260O16N0S0P0	2197.953145	140	260	16	0	0	0	1.857142857	16.25	8.75	0	0	0	0.9531	0.0469	21
LMSL03000694	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C137H256O17N0S0P0	2173.916759	137	256	17	0	0	0	1.868613139	15.05882353	8.058823529	0	0	0	0.9168	0.0832	38
LMSL03000609	"2-O-hexadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C140H262O17N0S0P0	2215.96371	140	262	17	0	0	0	1.871428571	15.41176471	8.235294118	0	0	0	0.9637	0.0363	16
LMSL03000257	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C135H252O17N0S0P0	2145.885459	135	252	17	0	0	0	1.866666667	14.82352941	7.941176471	0	0	0	0.8855	0.1145	53
LMSL03000037	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C132H244O16N0S0P0	2085.827944	132	244	16	0	0	0	1.848484848	15.25	8.25	0	0	0	0.8279	0.1721	83
LMSL03000489	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C143H266O16N0S0P0	2240.000095	143	266	16	0	0	0	1.86013986	16.625	8.9375	0	0	0	1.00E-04	1.00E-04	0
LMSL03000281	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C135H252O17N0S0P0	2145.885459	135	252	17	0	0	0	1.866666667	14.82352941	7.941176471	0	0	0	0.8855	0.1145	53
LMSL03000544	"2-O-hexadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C135H254O18N0S0P0	2163.896024	135	254	18	0	0	0	1.881481481	14.11111111	7.5	0	0	0	0.896	0.104	48
LMSL03001193	"2-octadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H260O18N0S0P0	2205.942975	138	260	18	0	0	0	1.884057971	14.44444444	7.666666667	0	0	0	0.943	0.057	26
LMSL03000410	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C139H258O16N0S0P0	2183.937495	139	258	16	0	0	0	1.856115108	16.125	8.6875	0	0	0	0.9375	0.0625	29
LMSL03001237	"2-octadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C140H262O17N0S0P0	2215.96371	140	262	17	0	0	0	1.871428571	15.41176471	8.235294118	0	0	0	0.9637	0.0363	16
LMSL03000949	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C139H258O16N0S0P0	2183.937495	139	258	16	0	0	0	1.856115108	16.125	8.6875	0	0	0	0.9375	0.0625	29
LMSL03000772	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C132H244O16N0S0P0	2085.827944	132	244	16	0	0	0	1.848484848	15.25	8.25	0	0	0	0.8279	0.1721	83
LMSL03000152	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C132H244O16N0S0P0	2085.827944	132	244	16	0	0	0	1.848484848	15.25	8.25	0	0	0	0.8279	0.1721	83
LMSL03000363	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C141H262O16N0S0P0	2211.968795	141	262	16	0	0	0	1.858156028	16.375	8.8125	0	0	0	0.9688	0.0312	14
LMSL03000925	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C139H258O16N0S0P0	2183.937495	139	258	16	0	0	0	1.856115108	16.125	8.6875	0	0	0	0.9375	0.0625	29
LMSL03001068	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C140H262O17N0S0P0	2215.96371	140	262	17	0	0	0	1.871428571	15.41176471	8.235294118	0	0	0	0.9637	0.0363	16
LMSL03001009	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C141H264O17N0S0P0	2229.97936	141	264	17	0	0	0	1.872340426	15.52941176	8.294117647	0	0	0	0.9794	0.0206	9
LMSL03000414	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C139H258O16N0S0P0	2183.937495	139	258	16	0	0	0	1.856115108	16.125	8.6875	0	0	0	0.9375	0.0625	29
LMSL03000463	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C141H262O16N0S0P0	2211.968795	141	262	16	0	0	0	1.858156028	16.375	8.8125	0	0	0	0.9688	0.0312	14
LMSL03000932	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H256O16N0S0P0	2169.921844	138	256	16	0	0	0	1.855072464	16	8.625	0	0	0	0.9218	0.0782	36
LMSL03000402	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C134H248O16N0S0P0	2113.859244	134	248	16	0	0	0	1.850746269	15.5	8.375	0	0	0	0.8592	0.1408	67
LMSL03001046	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H260O18N0S0P0	2205.942975	138	260	18	0	0	0	1.884057971	14.44444444	7.666666667	0	0	0	0.943	0.057	26
LMSL03000583	"2-O-hexadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H258O17N0S0P0	2187.93241	138	258	17	0	0	0	1.869565217	15.17647059	8.117647059	0	0	0	0.9324	0.0676	31
LMSL03000898	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C135H250O16N0S0P0	2127.874894	135	250	16	0	0	0	1.851851852	15.625	8.4375	0	0	0	0.8749	0.1251	59
LMSL03000006	"2-O-hexadecanoyl-3-O-(2S,4S-dimethyl-tricosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C53H100O13N0S0P0	944.716397	53	100	13	0	0	0	1.886792453	7.692307692	4.076923077	0	0	0	0.7164	0.2836	300
LMSL03000133	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C135H252O17N0S0P0	2145.885459	135	252	17	0	0	0	1.866666667	14.82352941	7.941176471	0	0	0	0.8855	0.1145	53
LMSL03000170	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C136H254O17N0S0P0	2159.901109	136	254	17	0	0	0	1.867647059	14.94117647	8	0	0	0	0.9011	0.0989	46
LMSL03001256	"2-octadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-6-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H262O19N0S0P0	2223.95354	138	262	19	0	0	0	1.898550725	13.78947368	7.263157895	0	0	0	0.9535	0.0465	21
LMSL03001075	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C141H262O16N0S0P0	2211.968795	141	262	16	0	0	0	1.858156028	16.375	8.8125	0	0	0	0.9688	0.0312	14
LMSL03000915	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C141H262O16N0S0P0	2211.968795	141	262	16	0	0	0	1.858156028	16.375	8.8125	0	0	0	0.9688	0.0312	14
LMSL03000824	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H256O16N0S0P0	2169.921844	138	256	16	0	0	0	1.855072464	16	8.625	0	0	0	0.9218	0.0782	36
LMSL03000162	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C134H248O16N0S0P0	2113.859244	134	248	16	0	0	0	1.850746269	15.5	8.375	0	0	0	0.8592	0.1408	67
LMSL03000778	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C136H252O16N0S0P0	2141.890544	136	252	16	0	0	0	1.852941176	15.75	8.5	0	0	0	0.8905	0.1095	51
LMSL03001179	"2-octadecanoyl-3-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C139H260O17N0S0P0	2201.94806	139	260	17	0	0	0	1.870503597	15.29411765	8.176470588	0	0	0	0.9481	0.0519	24
LMSL03000929	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C140H260O16N0S0P0	2197.953145	140	260	16	0	0	0	1.857142857	16.25	8.75	0	0	0	0.9531	0.0469	21
LMSL03001120	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C144H270O17N0S0P0	2272.02631	144	270	17	0	0	0	1.875	15.88235294	8.470588235	0	0	0	0.0263	0.0263	12
LMSL03000952	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H256O16N0S0P0	2169.921844	138	256	16	0	0	0	1.855072464	16	8.625	0	0	0	0.9218	0.0782	36
LMSL03001092	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C139H260O17N0S0P0	2201.94806	139	260	17	0	0	0	1.870503597	15.29411765	8.176470588	0	0	0	0.9481	0.0519	24
LMSL03000326	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-4pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C136H254O17N0S0P0	2159.901109	136	254	17	0	0	0	1.867647059	14.94117647	8	0	0	0	0.9011	0.0989	46
LMSL03000104	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C137H254O16N0S0P0	2155.906194	137	254	16	0	0	0	1.854014599	15.875	8.5625	0	0	0	0.9062	0.0938	44
LMSL03000719	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C138H258O17N0S0P0	2187.93241	138	258	17	0	0	0	1.869565217	15.17647059	8.117647059	0	0	0	0.9324	0.0676	31
LMSL03001104	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C143H266O16N0S0P0	2240.000095	143	266	16	0	0	0	1.86013986	16.625	8.9375	0	0	0	1.00E-04	1.00E-04	0
LMSL03000107	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C135H250O16N0S0P0	2127.874894	135	250	16	0	0	0	1.851851852	15.625	8.4375	0	0	0	0.8749	0.1251	59
LMSL03000092	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C133H248O17N0S0P0	2117.854159	133	248	17	0	0	0	1.864661654	14.58823529	7.823529412	0	0	0	0.8542	0.1458	69
LMSL03000666	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C136H254O17N0S0P0	2159.901109	136	254	17	0	0	0	1.867647059	14.94117647	8	0	0	0	0.9011	0.0989	46
LMSL03000495	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C142H266O17N0S0P0	2243.99501	142	266	17	0	0	0	1.873239437	15.64705882	8.352941176	0	0	0	0.995	0.005	2
LMSL03000262	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-6-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-2pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-docosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C136H254O17N0S0P0	2159.901109	136	254	17	0	0	0	1.867647059	14.94117647	8	0	0	0	0.9011	0.0989	46
LMSL03000670	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-docosenoyl)-6-O-(2,4S,6S-trimethyl-2E-docosenoyl)-2pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C136H254O17N0S0P0	2159.901109	136	254	17	0	0	0	1.867647059	14.94117647	8	0	0	0	0.9011	0.0989	46
LMSL03000956	"2-octadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2S,4S,6S-trimethyl-3S-hydroxy-tetracosanoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C140H262O17N0S0P0	2215.96371	140	262	17	0	0	0	1.871428571	15.41176471	8.235294118	0	0	0	0.9637	0.0363	16
LMSL03000305	"2-O-hexadecanoyl-3-O-(2,4S,6S-trimethyl-2E-pentacosenoyl)-6-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-2pr-O-(2,4S,6S-trimethyl-2E-tetracosenoyl)-4pr-O-(2,4S,6S-trimethyl-2E-hexacosenoyl)-alpha,alpha-trehalose"	Saccharolipids	Acyltrehaloses	C139H258O16N0S0P0	2183.937495	139	258	16	0	0	0	1.856115108	16.125	8.6875	0	0	0	0.9375	0.0625	29
