#LMID	Name	Category	Subcategory	Formula	Mass	NumofC	NumofH	NumofO	NumofN	NumofP	NumofS	H:C	H:O	C:O	C:N	C:S	C:P	Afterdecmass	AMD	RMD
LMFA13010026	"1-(O-alpha-D-glucopyranosyl)-(1,3S,27R)-octacosanetriol"	Fatty_Acyls	Fatty_acyl_glycosides	C34H68O8N0S0P0	604.491421	34	68	8	0	0	0	2	8.5	4.25	0	0	0	0.4914	0.4914	813
LMFA02000018	"9S-hydroperoxy-10E,12Z,15Z-octadecatrienoic_acid"	Fatty_Acyls	Octadecanoids	C18H30O4N0S0P0	310.214411	18	30	4	0	0	0	1.666666667	7.5	4.5	0	0	0	0.2144	0.2144	691
LMFA01010023	tricosanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C23H46O2N0S0P0	354.349781	23	46	2	0	0	0	2	23	11.5	0	0	0	0.3498	0.3498	987
LMFA07050355	"{[5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({[hydroxy({3-hydroxy-2,2-dimethyl-3-[(2-{[2-(octanoylsulfanyl)ethyl]carbamoyl}ethyl)carbamoyl]propoxy})phosphoryl]oxy})phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic_acid"	Fatty_Acyls	Fatty_esters	C29H50O17N7S1P3	893.219684	29	50	17	7	3	1	1.724137931	2.941176471	1.705882353	4.142857143	29	9.666666667	0.2197	0.2197	246
LMFA07050034	"4,8-dimethylnonanoyl-CoA"	Fatty_Acyls	Fatty_esters	C32H56O17N7S1P3	935.266632	32	56	17	7	3	1	1.75	3.294117647	1.882352941	4.571428571	32	10.66666667	0.2666	0.2666	285
LMFA11000274	14-Methyldotriacontane	Fatty_Acyls	Hydrocarbons	C33H68O0N0S0P0	464.532101	33	68	0	0	0	0	2.060606061	0	0	0	0	0	0.5321	0.4679	1007
LMFA03050013	"methyl_9,11-epidioxy-12,15-dihydroperoxy-5,7,13-eicosatrienoate"	Fatty_Acyls	Eicosanoids	C21H34O8N0S0P0	414.225371	21	34	8	0	0	0	1.619047619	4.25	2.625	0	0	0	0.2254	0.2254	544
LMFA01030543	"10,13-octadecadiynoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C18H28O2N0S0P0	276.20893	18	28	2	0	0	0	1.555555556	14	9	0	0	0	0.2089	0.2089	756
LMFA07010336	10Z-Pentadecenyl_acetate	Fatty_Acyls	Fatty_esters	C17H32O2N0S0P0	268.240231	17	32	2	0	0	0	1.882352941	16	8.5	0	0	0	0.2402	0.2402	895
LMFA07050081	3-oxotetracosanoyl-CoA	Fatty_Acyls	Fatty_esters	C45H80O18N7S1P3	1131.449347	45	80	18	7	3	1	1.777777778	4.444444444	2.5	6.428571429	45	15	0.4493	0.4493	397
LMFA03090009	"11S,15S-dihydroxy-14R-(S-cysteinyl-glycyl)-5Z,8Z,12E-eicosatrienoic_acid"	Fatty_Acyls	Eicosanoids	C25H42O7N2S1P0	514.271276	25	42	7	2	0	1	1.68	6	3.571428571	12.5	25	0	0.2713	0.2713	528
LMFA11000521	7-Nonacosene	Fatty_Acyls	Hydrocarbons	C29H58O0N0S0P0	406.453851	29	58	0	0	0	0	2	0	0	0	0	0	0.4539	0.4539	1117
LMFA07010459	dodecyl_decanoate	Fatty_Acyls	Fatty_esters	C22H44O2N0S0P0	340.334131	22	44	2	0	0	0	2	22	11	0	0	0	0.3341	0.3341	982
LMFA06000009	2-hexenedial	Fatty_Acyls	Fatty_aldehydes	C6H8O2N0S0P0	112.05243	6	8	2	0	0	0	1.333333333	4	3	0	0	0	0.0524	0.0524	468
LMFA01030686	13-Docosynoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C22H40O2N0S0P0	336.302831	22	40	2	0	0	0	1.818181818	20	11	0	0	0	0.3028	0.3028	900
LMFA03010152	"N-(9S,15S-dihydroxy-11-oxo-5Z,13E-prostadienoyl)-ethanolamine"	Fatty_Acyls	Eicosanoids	C22H37O5N1S0P0	395.267174	22	37	5	1	0	0	1.681818182	7.4	4.4	22	0	0	0.2672	0.2672	676
LMFA01170078	4Z-octenedioic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C8H12O4N0S0P0	172.07356	8	12	4	0	0	0	1.5	3	2	0	0	0	0.0736	0.0736	428
LMFA07010617	"(E)-3,7-Dimethyl-2,6-octadienyl_pentanoate"	Fatty_Acyls	Fatty_esters	C15H26O2N0S0P0	238.19328	15	26	2	0	0	0	1.733333333	13	7.5	0	0	0	0.1933	0.1933	812
LMFA01050318	2R-hydroxy-pentadecanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C15H30O3N0S0P0	258.219496	15	30	3	0	0	0	2	10	5	0	0	0	0.2195	0.2195	850
LMFA07010043	octadecanyl_tetradecanoate	Fatty_Acyls	Fatty_esters	C32H64O2N0S0P0	480.490631	32	64	2	0	0	0	2	32	16	0	0	0	0.4906	0.4906	1021
LMFA01030808	7E-hexadecenoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C16H30O2N0S0P0	254.224581	16	30	2	0	0	0	1.875	15	8	0	0	0	0.2246	0.2246	883
LMFA03020031	"15S-hydroxy,14R-(S-glutathionyl)-5Z,8Z,10E,12E-eicosatetraenoic_acid"	Fatty_Acyls	Eicosanoids	C30H47O9N3S1P0	625.303305	30	47	9	3	0	1	1.566666667	5.222222222	3.333333333	10	30	0	0.3033	0.3033	485
LMFA03060065	"14-hydroxy-5E,8Z,11Z,15Z-eicosatetraenoic_acid"	Fatty_Acyls	Eicosanoids	C20H32O3N0S0P0	320.235146	20	32	3	0	0	0	1.6	10.66666667	6.666666667	0	0	0	0.2351	0.2351	734
LMFA05000477	Heptan-2R-ol	Fatty_Acyls	Fatty_alcohols	C7H16O1N0S0P0	116.120115	7	16	1	0	0	0	2.285714286	16	7	0	0	0	0.1201	0.1201	1034
LMFA05000056	11Z-hexadecen-1-ol	Fatty_Acyls	Fatty_alcohols	C16H32O1N0S0P0	240.245316	16	32	1	0	0	0	2	32	16	0	0	0	0.2453	0.2453	1021
LMFA03010197	"9S,11R-dihydroxy-5Z,13E,17Z-prostatrienoic_acid-1,15S-lactone"	Fatty_Acyls	Eicosanoids	C20H30O4N0S0P0	334.214411	20	30	4	0	0	0	1.5	7.5	5	0	0	0	0.2144	0.2144	642
LMFA07070011	"3-[(11Z,14Z)-icosa-11,14-dienoyloxy]-4-(trimethylazaniumyl)butanoate"	Fatty_Acyls	Fatty_esters	C27H49O4N1S0P0	451.366159	27	49	4	1	0	0	1.814814815	12.25	6.75	27	0	0	0.3662	0.3662	811
LMFA07010496	formyl_7Z-hexadecenoate	Fatty_Acyls	Fatty_esters	C17H32O2N0S0P0	268.240231	17	32	2	0	0	0	1.882352941	16	8.5	0	0	0	0.2402	0.2402	895
LMFA07010055	eicosanyl_octadecanoate	Fatty_Acyls	Fatty_esters	C38H76O2N0S0P0	564.584531	38	76	2	0	0	0	2	38	19	0	0	0	0.5845	0.4155	736
LMFA12000231	Heptacosan-12-one	Fatty_Acyls	Oxygenated_hydrocarbons	C27H54O1N0S0P0	394.417466	27	54	1	0	0	0	2	54	27	0	0	0	0.4175	0.4175	1059
LMFA07010329	14-Fluoro-11E-tetradecenyl_acetate	Fatty_Acyls	Fatty_esters	C16H29O2N0S0P0	253.216759	16	29	2	0	0	0	1.8125	14.5	8	0	0	0	0.2152	0.2152	791
LMFA02000282	"12S,13R-epoxy-9Z-octadecenoic_acid"	Fatty_Acyls	Octadecanoids	C18H32O3N0S0P0	296.235146	18	32	3	0	0	0	1.777777778	10.66666667	6	0	0	0	0.2351	0.2351	794
LMFA11000711	"2,3,4-Trimethyl-pentane"	Fatty_Acyls	Hydrocarbons	C8H18O0N0S0P0	114.14085	8	18	0	0	0	0	2.25	0	0	0	0	0	0.1409	0.1409	1234
LMFA04000007	"7S,16R,17S-trihydroxy-4Z,8E,10Z,12E,14E,19Z-docosahexaenoic_acid"	Fatty_Acyls	Docosanoids	C22H32O5N0S0P0	376.224976	22	32	5	0	0	0	1.454545455	6.4	4.4	0	0	0	0.225	0.225	598
LMFA07070060	3-(acetyloxy)-4-(trimethylazaniumyl)butanoate	Fatty_Acyls	Fatty_esters	C9H17O4N1S0P0	203.115759	9	17	4	1	0	0	1.888888889	4.25	2.25	9	0	0	0.1158	0.1158	570
LMFA07010150	"9Z-octadecenyl_9Z,12Z-octadecadienoate"	Fatty_Acyls	Fatty_esters	C36H66O2N0S0P0	530.506281	36	66	2	0	0	0	1.833333333	33	18	0	0	0	0.5063	0.4937	931
LMFA07050218	"3pr-phosphoadenosine_5pr-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyicosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl]_dihydrogen_diphosphate}"	Fatty_Acyls	Fatty_esters	C41H74O18N7S1P3	1077.402389	41	74	18	7	3	1	1.804878049	4.111111111	2.277777778	5.857142857	41	13.66666667	0.4024	0.4024	373
LMFA01030900	"5Z,9Z-eicosadienoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C20H36O2N0S0P0	308.271531	20	36	2	0	0	0	1.8	18	10	0	0	0	0.2715	0.2715	881
LMFA11000021	"3,7,11,15-Tetramethylhexadeca-1,3E,6E,10E,14-pentaene"	Fatty_Acyls	Hydrocarbons	C20H34O0N0S0P0	274.266051	20	34	0	0	0	0	1.7	0	0	0	0	0	0.2661	0.2661	970
LMFA07010813	"3,7-dimethyloct-6-en-1-yl_2-phenylacetate"	Fatty_Acyls	Fatty_esters	C18H26O2N0S0P0	274.19328	18	26	2	0	0	0	1.444444444	13	9	0	0	0	0.1933	0.1933	705
LMFA11000466	5-Methylundecane	Fatty_Acyls	Hydrocarbons	C12H26O0N0S0P0	170.20345	12	26	0	0	0	0	2.166666667	0	0	0	0	0	0.2035	0.2035	1196
LMFA06000082	"5,8-tetradecadienal"	Fatty_Acyls	Fatty_aldehydes	C14H24O1N0S0P0	208.182715	14	24	1	0	0	0	1.714285714	24	14	0	0	0	0.1827	0.1827	878
LMFA11000519	7-Methyltridecane	Fatty_Acyls	Hydrocarbons	C14H30O0N0S0P0	198.234751	14	30	0	0	0	0	2.142857143	0	0	0	0	0	0.2348	0.2348	1184
LMFA01020093	2-methyl-heptadecanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C18H36O2N0S0P0	284.271531	18	36	2	0	0	0	2	18	9	0	0	0	0.2715	0.2715	955
LMFA06000201	"11E,13Z-Hexadecadienal"	Fatty_Acyls	Fatty_aldehydes	C16H28O1N0S0P0	236.214015	16	28	1	0	0	0	1.75	28	16	0	0	0	0.214	0.214	906
LMFA03040003	"5S,6S,15S-trihydroxy-7E,9E,11Z,13E-eicosatetraenoic_acid"	Fatty_Acyls	Eicosanoids	C20H32O5N0S0P0	352.224976	20	32	5	0	0	0	1.6	6.4	4	0	0	0	0.225	0.225	639
LMFA05000027	"1-heptadecen-4,6-diyn-3,9,10-triol"	Fatty_Acyls	Fatty_alcohols	C17H26O3N0S0P0	278.188195	17	26	3	0	0	0	1.529411765	8.666666667	5.666666667	0	0	0	0.1882	0.1882	677
LMFA05000697	"(2R,3E,11E)-trideca-3,11-dien-5,7,9-triyne-1,2-diol"	Fatty_Acyls	Fatty_alcohols	C13H12O2N0S0P0	200.08373	13	12	2	0	0	0	0.923076923	6	6.5	0	0	0	0.0837	0.0837	418
LMFA01030085	11Z-eicosenoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C20H38O2N0S0P0	310.287181	20	38	2	0	0	0	1.9	19	10	0	0	0	0.2872	0.2872	926
LMFA12000051	Nonadecan-2-one	Fatty_Acyls	Oxygenated_hydrocarbons	C19H38O1N0S0P0	282.292266	19	38	1	0	0	0	2	38	19	0	0	0	0.2923	0.2923	1035
LMFA06000258	13-methyltetradecanal	Fatty_Acyls	Fatty_aldehydes	C15H30O1N0S0P0	226.229666	15	30	1	0	0	0	2	30	15	0	0	0	0.2297	0.2297	1015
LMFA05000221	Eicosan-1-ol	Fatty_Acyls	Fatty_alcohols	C20H42O1N0S0P0	298.323566	20	42	1	0	0	0	2.1	42	20	0	0	0	0.3236	0.3236	1085
LMFA01170027	8-methyl-hexadecanedioic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C17H32O4N0S0P0	300.230061	17	32	4	0	0	0	1.882352941	8	4.25	0	0	0	0.2301	0.2301	766
LMFA08020027	"N-propyl-N-(2-hydroxy-ethyl)-5Z,8Z,11Z,14Z-eicosatetraenoyl_amine"	Fatty_Acyls	Fatty_amides	C25H43O2N1S0P0	389.329379	25	43	2	1	0	0	1.72	21.5	12.5	25	0	0	0.3294	0.3294	846
LMFA12000309	"9R,10S-Epoxy-3Z,6Z-eicosadiene"	Fatty_Acyls	Oxygenated_hydrocarbons	C20H36O1N0S0P0	292.276616	20	36	1	0	0	0	1.8	36	20	0	0	0	0.2766	0.2766	946
LMFA01020006	11-methyl-dodecanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C13H26O2N0S0P0	214.19328	13	26	2	0	0	0	2	13	6.5	0	0	0	0.1933	0.1933	902
LMFA08020162	"(2E,4Z)-N-(2-methylpropyl)deca-2,4-dienamide"	Fatty_Acyls	Fatty_amides	C14H25O1N1S0P0	223.193614	14	25	1	1	0	0	1.785714286	25	14	14	0	0	0.1936	0.1936	867
LMFA03010174	"20a,20b-dihomo-9-oxo-11R,15S-dihydroxy-5Z,13E-prostadienoic_acid"	Fatty_Acyls	Eicosanoids	C22H36O5N0S0P0	380.256276	22	36	5	0	0	0	1.636363636	7.2	4.4	0	0	0	0.2563	0.2563	674
LMFA08020025	"N-methyl-N-(2-hydroxy-ethyl)-5Z,8Z,11Z,14Z-eicosatetraenoyl_amine"	Fatty_Acyls	Fatty_amides	C23H39O2N1S0P0	361.298079	23	39	2	1	0	0	1.695652174	19.5	11.5	23	0	0	0.2981	0.2981	825
LMFA07010711	3-oxobutan-2-yl_butanoate	Fatty_Acyls	Fatty_esters	C8H14O3N0S0P0	158.094294	8	14	3	0	0	0	1.75	4.666666667	2.666666667	0	0	0	0.0943	0.0943	596
LMFA11000413	"4,10-Dimethyltriacontane"	Fatty_Acyls	Hydrocarbons	C32H66O0N0S0P0	450.516451	32	66	0	0	0	0	2.0625	0	0	0	0	0	0.5165	0.4835	1073
LMFA07010611	"(E)-3,7-Dimethyl-2,6-octadienyl_formate"	Fatty_Acyls	Fatty_esters	C11H18O2N0S0P0	182.13068	11	18	2	0	0	0	1.636363636	9	5.5	0	0	0	0.1307	0.1307	718
LMFA02000101	"10-hydroperoxy-8E,12Z-octadecadienoic_acid"	Fatty_Acyls	Octadecanoids	C18H32O4N0S0P0	312.230061	18	32	4	0	0	0	1.777777778	8	4.5	0	0	0	0.2301	0.2301	737
LMFA01050211	"13,14-dihydroxy-docosanoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C22H44O4N0S0P0	372.323961	22	44	4	0	0	0	2	11	5.5	0	0	0	0.324	0.324	870
LMFA01050433	3S-hydroxyoctanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C8H16O3N0S0P0	160.109945	8	16	3	0	0	0	2	5.333333333	2.666666667	0	0	0	0.1099	0.1099	686
LMFA01020199	5-methyl-hexadecanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C17H34O2N0S0P0	270.255881	17	34	2	0	0	0	2	17	8.5	0	0	0	0.2559	0.2559	947
LMFA05000097	"3Z,6Z,9Z-dodecatrien-1-ol"	Fatty_Acyls	Fatty_alcohols	C12H20O1N0S0P0	180.151415	12	20	1	0	0	0	1.666666667	20	12	0	0	0	0.1514	0.1514	840
LMFA02000085	12R-hydroxy13Z-octadecenoic_acid	Fatty_Acyls	Octadecanoids	C18H34O3N0S0P0	298.250796	18	34	3	0	0	0	1.888888889	11.33333333	6	0	0	0	0.2508	0.2508	841
LMFA07010512	octyl_3-methyl-butanoate	Fatty_Acyls	Fatty_esters	C13H26O2N0S0P0	214.19328	13	26	2	0	0	0	2	13	6.5	0	0	0	0.1933	0.1933	902
LMFA01020294	"2S,4S-dimethyl-tricosanoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C25H50O2N0S0P0	382.381081	25	50	2	0	0	0	2	25	12.5	0	0	0	0.3811	0.3811	997
LMFA05000690	"(5E,12Z,15Z)-2-hydroxy-4-oxohenicosa-5,12,15-trien-1-yl_acetate"	Fatty_Acyls	Fatty_alcohols	C23H38O4N0S0P0	378.27701	23	38	4	0	0	0	1.652173913	9.5	5.75	0	0	0	0.277	0.277	732
LMFA07011034	5-hexadecanoyloxy-octadecanoic_acid	Fatty_Acyls	Fatty_esters	C34H66O4N0S0P0	538.49611	34	66	4	0	0	0	1.941176471	16.5	8.5	0	0	0	0.4961	0.4961	921
LMFA01170022	Hexadecanedioic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C16H30O4N0S0P0	286.214411	16	30	4	0	0	0	1.875	7.5	4	0	0	0	0.2144	0.2144	749
LMFA11000575	Heptane	Fatty_Acyls	Hydrocarbons	C7H16O0N0S0P0	100.1252	7	16	0	0	0	0	2.285714286	0	0	0	0	0	0.1252	0.1252	1250
LMFA01050242	"6,7-dihydroxy-4-oxo-2-heptenoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C7H10O5N0S0P0	174.052825	7	10	5	0	0	0	1.428571429	2	1.4	0	0	0	0.0528	0.0528	303
LMFA01160010	"(2R)-2-[(1R)-1-hydroxy-17-{(1R,2R)-2-[(2R,21S,22S)-21-hydroxy-22-methyltetracontan-2-yl]cyclopropyl}heptadecyl]hexacosanoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C87H172O4N0S0P0	1281.325563	87	172	4	0	0	0	1.977011494	43	21.75	0	0	0	0.3256	0.3256	254
LMFA07010433	formyl_hexanoate	Fatty_Acyls	Fatty_esters	C7H14O2N0S0P0	130.09938	7	14	2	0	0	0	2	7	3.5	0	0	0	0.0994	0.0994	764
LMFA01030830	"23Z,26Z,29Z,32Z-octatriacontatetraenoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C38H68O2N0S0P0	556.521931	38	68	2	0	0	0	1.789473684	34	19	0	0	0	0.5219	0.4781	859
LMFA11000614	"2,6-dimethylnonane"	Fatty_Acyls	Hydrocarbons	C11H24O0N0S0P0	156.1878	11	24	0	0	0	0	2.181818182	0	0	0	0	0	0.1878	0.1878	1202
LMFA07010840	"1,6-dioctyl_hexanedioate"	Fatty_Acyls	Fatty_esters	C22H42O4N0S0P0	370.30831	22	42	4	0	0	0	1.909090909	10.5	5.5	0	0	0	0.3083	0.3083	833
LMFA01090105	"6-Bromo-5E,9Z,13Z,24Z-heptacosatetraenoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C26H43O2N0S0P0	387.326301	26	43	2	0	0	0	1.653846154	21.5	13	0	0	0	0.2446	0.2446	525
LMFA08040037	"N-(5Z,8Z,11Z-eicosatrienoyl)-ethanolamine"	Fatty_Acyls	Fatty_amides	C22H39O2N1S0P0	349.298079	22	39	2	1	0	0	1.772727273	19.5	11	22	0	0	0.2981	0.2981	853
LMFA07040024	"4,8-Dimethyl-4E,8E-decadien-10-olide"	Fatty_Acyls	Fatty_esters	C12H18O2N0S0P0	194.13068	12	18	2	0	0	0	1.5	9	6	0	0	0	0.1307	0.1307	673
LMFA06000045	"2,4-nonadienal"	Fatty_Acyls	Fatty_aldehydes	C9H14O1N0S0P0	138.104465	9	14	1	0	0	0	1.555555556	14	9	0	0	0	0.1045	0.1045	757
LMFA03050022	"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoic_acid"	Fatty_Acyls	Eicosanoids	C20H34O5N0S0P0	354.240624	20	34	5	0	0	0	1.7	6.8	4	0	0	0	0.2406	0.2406	679
LMFA07050243	"3pr-phosphoadenosine_5pr-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(3-oxoicosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl]_dihydrogen_diphosphate}"	Fatty_Acyls	Fatty_esters	C41H72O18N7S1P3	1075.386739	41	72	18	7	3	1	1.756097561	4	2.277777778	5.857142857	41	13.66666667	0.3867	0.3867	360
LMFA12000315	"9R,10S-Epoxy-6Z-heneicosene"	Fatty_Acyls	Oxygenated_hydrocarbons	C21H40O1N0S0P0	308.307916	21	40	1	0	0	0	1.904761905	40	21	0	0	0	0.3079	0.3079	999
LMFA01010002	ethanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C2H4O2N0S0P0	60.02113	2	4	2	0	0	0	2	2	1	0	0	0	0.0211	0.0211	352
LMFA08020070	"(+/-)N-(2-fluro-ethyl)-2,17-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl_amine"	Fatty_Acyls	Fatty_amides	C26H44O1N1S0P0	386.342293	26	44	1	1	0	0	1.692307692	44	26	26	0	0	0.3407	0.3407	841
LMFA07010962	(2Z)-4-methoxy-4-oxobut-2-enoic_acid	Fatty_Acyls	Fatty_esters	C5H6O4N0S0P0	130.026609	5	6	4	0	0	0	1.2	1.5	1.25	0	0	0	0.0266	0.0266	205
LMFA01030769	"3Z,6Z-dodecadienoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C12H20O2N0S0P0	196.14633	12	20	2	0	0	0	1.666666667	10	6	0	0	0	0.1463	0.1463	746
LMFA07010952	methyl_4-(methylsulfanyl)butanoate	Fatty_Acyls	Fatty_esters	C6H12O2N0S1P0	148.0558	6	12	2	0	0	1	2	6	3	0	6	0	0.0558	0.0558	377
LMFA07010983	octyl_propanoate	Fatty_Acyls	Fatty_esters	C11H22O2N0S0P0	186.16198	11	22	2	0	0	0	2	11	5.5	0	0	0	0.162	0.162	870
LMFA03020012	"N-(2-hydroxyethyl)-5S,12R-dihydroxy-6Z,8E,10E,14Z-eicosatetraen-1-amide"	Fatty_Acyls	Eicosanoids	C22H37O4N1S0P0	379.272259	22	37	4	1	0	0	1.681818182	9.25	5.5	22	0	0	0.2723	0.2723	718
LMFA05000666	"3,7-dimethyloctane-1,7-diol"	Fatty_Acyls	Fatty_alcohols	C10H22O2N0S0P0	174.16198	10	22	2	0	0	0	2.2	11	5	0	0	0	0.162	0.162	930
LMFA03010067	"9-oxo-11R,15S-dihydroxy-17-phenyl-18,19,20-trinor-5Z,13E-prostadienoic_acid"	Fatty_Acyls	Eicosanoids	C23H30O5N0S0P0	386.209326	23	30	5	0	0	0	1.304347826	6	4.6	0	0	0	0.2093	0.2093	542
LMFA07010182	1-Hexenyl_acetate	Fatty_Acyls	Fatty_esters	C8H14O2N0S0P0	142.09938	8	14	2	0	0	0	1.75	7	4	0	0	0	0.0994	0.0994	700
LMFA01060101	10-oxo-14-methyl-pentadecanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C16H30O3N0S0P0	270.219496	16	30	3	0	0	0	1.875	10	5.333333333	0	0	0	0.2195	0.2195	812
LMFA07040023	5S-hydroxy-4R-decanolide	Fatty_Acyls	Fatty_esters	C11H20O3N0S0P0	200.141245	11	20	3	0	0	0	1.818181818	6.666666667	3.666666667	0	0	0	0.1412	0.1412	706
LMFA07050303	"3pr-phosphoadenosine_5pr-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(11Z)-tetradec-11-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl]_dihydrogen_diphosphate}"	Fatty_Acyls	Fatty_esters	C35H60O17N7S1P3	975.297924	35	60	17	7	3	1	1.714285714	3.529411765	2.058823529	5	35	11.66666667	0.2979	0.2979	305
LMFA07010185	2E-Heptenyl_acetate	Fatty_Acyls	Fatty_esters	C9H16O2N0S0P0	156.11503	9	16	2	0	0	0	1.777777778	8	4.5	0	0	0	0.115	0.115	737
LMFA00000004	"N-(9Z,12Z,15Z-octadecatrienoyl)-glutamine"	Fatty_Acyls	Other_Fatty_Acyls	C23H38O4N2S0P0	406.283158	23	38	4	2	0	0	1.652173913	9.5	5.75	11.5	0	0	0.2832	0.2832	697
LMFA07040040	5-dodecanolide	Fatty_Acyls	Fatty_esters	C12H22O2N0S0P0	198.16198	12	22	2	0	0	0	1.833333333	11	6	0	0	0	0.162	0.162	818
LMFA03110167	"1a,1b-dihomo-9,11,15-trihydroxy-5Z,13E-prostadienoic_acid-cyclo[8,12]"	Fatty_Acyls	Eicosanoids	C22H38O5N0S0P0	382.271926	22	38	5	0	0	0	1.727272727	7.6	4.4	0	0	0	0.2719	0.2719	711
LMFA02000146	"12,13-dihydroxy-octadecanoic_acid"	Fatty_Acyls	Octadecanoids	C18H36O4N0S0P0	316.261361	18	36	4	0	0	0	2	9	4.5	0	0	0	0.2614	0.2614	827
LMFA07050169	"2pr-(5-triphospho-alpha-D-ribofuranosyl)adenosine_5pr-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl]_dihydrogen_diphosphate}"	Fatty_Acyls	Fatty_esters	C26H46O26N7S1P5	1059.090128	26	46	26	7	5	1	1.769230769	1.769230769	1	3.714285714	26	5.2	0.0901	0.0901	85
LMFA08020182	N-(5-aminopentyl)-Npr-(5-{[4-({5-[butylidene(oxido)-lambda(5)-azanyl]pentyl}amino)-4-oxobutanoyl](hydroxy)amino}pentyl)-N-hydroxybutanediamide	Fatty_Acyls	Fatty_amides	C27H52O7N6S0P0	572.389748	27	52	7	6	0	0	1.925925926	7.428571429	3.857142857	4.5	0	0	0.3897	0.3897	681
LMFA01030200	"2,3-decadienoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C10H16O2N0S0P0	168.11503	10	16	2	0	0	0	1.6	8	5	0	0	0	0.115	0.115	684
LMFA06000231	14E-Octadecenal	Fatty_Acyls	Fatty_aldehydes	C18H34O1N0S0P0	266.260966	18	34	1	0	0	0	1.888888889	34	18	0	0	0	0.261	0.261	980
LMFA07010387	11Z-Octadecenyl_acetate	Fatty_Acyls	Fatty_esters	C20H38O2N0S0P0	310.287181	20	38	2	0	0	0	1.9	19	10	0	0	0	0.2872	0.2872	926
LMFA05000213	9Z-Octadecen-1-ol	Fatty_Acyls	Fatty_alcohols	C18H36O1N0S0P0	268.276616	18	36	1	0	0	0	2	36	18	0	0	0	0.2766	0.2766	1031
LMFA03060044	"6-hydroperoxy-4E,8Z,11Z,14Z-eicosatetraenoic_acid"	Fatty_Acyls	Eicosanoids	C20H32O4N0S0P0	336.230061	20	32	4	0	0	0	1.6	8	5	0	0	0	0.2301	0.2301	684
LMFA01020029	2-methyl-2Z-butenoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C5H8O2N0S0P0	100.05243	5	8	2	0	0	0	1.6	4	2.5	0	0	0	0.0524	0.0524	524
LMFA01020364	"5Z,9Z-octacosadienoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C28H52O2N0S0P0	420.396731	28	52	2	0	0	0	1.857142857	26	14	0	0	0	0.3967	0.3967	944
LMFA05000030	9-hexadecen-1-ol	Fatty_Acyls	Fatty_alcohols	C16H32O1N0S0P0	240.245316	16	32	1	0	0	0	2	32	16	0	0	0	0.2453	0.2453	1021
LMFA01030272	"6,9-hexadecadienoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C16H28O2N0S0P0	252.20893	16	28	2	0	0	0	1.75	14	8	0	0	0	0.2089	0.2089	828
LMFA11000418	"4,8,12,16-Tetramethyldotriacontane"	Fatty_Acyls	Hydrocarbons	C36H74O0N0S0P0	506.579051	36	74	0	0	0	0	2.055555556	0	0	0	0	0	0.5791	0.4209	831
